0,zip_code,CAD Number,Response_Date,Call Date,Initial Problem Type,Final Problem Type,Block Address,Time PhonePickUp,Time First Unit Arrived,delta,minutes
"100 W 6th St, Austin, TX 78701, USA",78701,150410897,2015-02-10 14:00:12,02/10/2015,Hang-ups,xFALSE ALARM OR REPORT,100 Block W 6th St,2015-02-10 14:00:01.000,2015-02-10 15:00:19.000,0 days 01:00:18.000000000,60.3
"900 River Oaks Dr, Austin, TX 78753, USA",78753,150410897,2015-02-10 14:00:12,02/10/2015,Hang-ups,xFALSE ALARM OR REPORT,100 Block W 6th St,2015-02-10 14:00:01.000,2015-02-10 15:00:19.000,0 days 01:00:18.000000000,60.3
"800 Congress Ave, Austin, TX 78701, USA",78701,150440734,2015-02-13 11:11:09,02/13/2015,Hang-ups,Hang-ups,800 Block Congress Ave,2015-02-13 11:10:42.000,2015-02-13 13:13:50.000,0 days 02:03:08.000000000,123.133333333
"2400 E Riverside Dr, Austin, TX 78741, USA",78741,153331053,2015-11-29 19:39:29,11/29/2015,Trespass Urgent,xCRIMINAL TRESPASS,2400 Block E Riverside Dr,2015-11-29 19:38:59.000,2015-11-29 19:54:15.000,0 days 00:15:16.000000000,15.2666666667
"1400 Wickersham Ln, Austin, TX 78741, USA",78741,153331053,2015-11-29 19:39:29,11/29/2015,Trespass Urgent,xCRIMINAL TRESPASS,2400 Block E Riverside Dr,2015-11-29 19:38:59.000,2015-11-29 19:54:15.000,0 days 00:15:16.000000000,15.2666666667
"7100 Boyle Ln, Austin, TX 78724, USA",78724,171270120,2017-05-07 00:58:19,05/07/2017,DOC / C.O. Violation,DOC / C.O. Violation,7100 Block Boyle Dr,2017-05-07 00:58:12.000,2017-05-07 01:14:38.943,0 days 00:16:26.943000000,16.4333333333
"4100 W Slaughter Ln, Austin, TX 78749, USA",78749,162411823,2016-08-28 23:25:58,08/28/2016,DOC / C.O. Violation,DOC / C.O. Violation,4100 Block W Slaughter Ln,2016-08-28 23:23:24.000,2016-08-29 00:12:11.000,0 days 00:48:47.000000000,48.7833333333
"9000 Northgate Blvd, Austin, TX 78758, USA",78758,121662122,2012-06-14 23:26:10,06/14/2012,DOC / C.O. Violation,DOC / C.O. Violation,9000 Block Northgate Blvd,2012-06-14 23:24:46.000,2012-06-15 00:27:57.000,0 days 01:03:11.000000000,63.1833333333
"1800 New York Ave, Austin, TX 78702, USA",78702,140131737,2014-01-13 20:54:02,01/13/2014,TRAFFIC STOP,TRAFFIC STOP,4301-4700 Block N IH 35 FR,2014-01-13 20:54:02.000,2014-01-13 20:54:01.000,-1 days +23:59:59.000000000,1439.98333333
"500 W 8th St, Austin, TX 78701, USA",78701,132070440,2013-07-26 06:44:44,07/26/2013,Robbery HS,xBURGLARY INFORMATION,9400 Block N Ih 35 Svrd Sb,2013-07-26 06:44:18.000,2013-07-26 06:48:10.000,0 days 00:03:52.000000000,3.86666666667
"300 W Dittmar Rd, Austin, TX 78745, USA",78745,132531914,2013-09-10 22:23:19,09/10/2013,Traffic Stop,Traffic Stop,300 Block W DITTMAR RD,2013-09-10 22:23:19.000,2013-09-10 22:23:19.000,0 days 00:00:00.000000000,0.0
"12400 Lamplight Village Ave, Austin, TX 78758, USA",78758,132531914,2013-09-10 22:23:19,09/10/2013,Traffic Stop,Traffic Stop,300 Block W DITTMAR RD,2013-09-10 22:23:19.000,2013-09-10 22:23:19.000,0 days 00:00:00.000000000,0.0
"900 E 32nd St, Austin, TX 78705, USA",78705,151060966,2015-04-16 13:49:24,04/16/2015,Sex Crime Service,Sex Crime Service,900 Block E 32nd St,2015-04-16 13:48:41.000,2015-04-16 14:11:53.000,0 days 00:23:12.000000000,23.2
"300 E 6th St, Austin, TX 78701, USA",78701,151060966,2015-04-16 13:49:24,04/16/2015,Sex Crime Service,Sex Crime Service,900 Block E 32nd St,2015-04-16 13:48:41.000,2015-04-16 14:11:53.000,0 days 00:23:12.000000000,23.2
"15500 S Interstate 35 Frontage Rd, New Braunfels, TX 78130, USA",78130,150620499,2015-03-03 09:42:54,03/03/2015,zFLAGGED DOWN,ZBLUE FORM COLLISION,500 Block N IH 35 SB,2015-03-03 09:42:54.000,2015-03-03 09:42:54.000,0 days 00:00:00.000000000,0.0
"407 Colorado St, Austin, TX 78701, USA",78701,172500436,2017-09-07 07:45:09,09/07/2017,Working Traffic,Working Traffic,Frnk,2017-09-07 07:45:09.000,2017-09-07 07:45:09.000,0 days 00:00:00.000000000,0.0
"2800 Guadalupe St, Austin, TX 78705, USA",78705,172500436,2017-09-07 07:45:09,09/07/2017,Working Traffic,Working Traffic,Frnk,2017-09-07 07:45:09.000,2017-09-07 07:45:09.000,0 days 00:00:00.000000000,0.0
"9800 Anderson Mill Rd, Austin, TX 78750, USA",78750,120141809,2012-01-14 21:44:48,01/14/2012,Traffic Stop,Traffic Stop,9800 Block ANDERSON MILL RD,2012-01-14 21:44:48.000,2012-01-14 21:44:48.000,0 days 00:00:00.000000000,0.0
"4537 S IH 35 Frontage Rd, Austin, TX 78744, USA",78744,120141809,2012-01-14 21:44:48,01/14/2012,Traffic Stop,Traffic Stop,9800 Block ANDERSON MILL RD,2012-01-14 21:44:48.000,2012-01-14 21:44:48.000,0 days 00:00:00.000000000,0.0
"3400 Far West Blvd, Austin, TX 78731, USA",78731,142882036,2014-10-15 22:54:52,10/15/2014,Traffic Stop,xPOSS CONTROLLED SUB/NARCOTIC,3400 Block FAR WEST BLVD,2014-10-15 22:54:52.000,2014-10-15 22:54:52.000,0 days 00:00:00.000000000,0.0
"9000 Northgate Blvd, Austin, TX 78758, USA",78758,142882036,2014-10-15 22:54:52,10/15/2014,Traffic Stop,xPOSS CONTROLLED SUB/NARCOTIC,3400 Block FAR WEST BLVD,2014-10-15 22:54:52.000,2014-10-15 22:54:52.000,0 days 00:00:00.000000000,0.0
"2200 Pearl St, Austin, TX 78705, USA",78705,172790165,2017-10-06 02:13:04,10/06/2017,DOC / C.O. Violation,DOC / C.O. Violation,2200 Block Pearl St,2017-10-06 02:12:17.000,2017-10-06 02:14:51.317,0 days 00:02:34.317000000,2.56666666667
"400 W 15th St, Austin, TX 78701, USA",78701,172790165,2017-10-06 02:13:04,10/06/2017,DOC / C.O. Violation,DOC / C.O. Violation,2200 Block Pearl St,2017-10-06 02:12:17.000,2017-10-06 02:14:51.317,0 days 00:02:34.317000000,2.56666666667
"3400 Parker Ln, Austin, TX 78741, USA",78741,130601917,2013-03-01 20:52:16,03/01/2013,zCHECKING AREA,zCHECKING AREA,3400 Block PARKER LN,2013-03-01 20:52:16.000,2013-03-01 20:52:15.000,-1 days +23:59:59.000000000,1439.98333333
"5600 Exeter Dr, Austin, TX 78723, USA",78723,132610129,2013-09-18 01:18:03,09/18/2013,Traffic Stop,Traffic Stop,E 12TH ST / SPRINGDALE RD,2013-09-18 01:18:03.000,2013-09-18 01:18:03.000,0 days 00:00:00.000000000,0.0
"1000 Justin Ln, Austin, TX 78757, USA",78757,132620579,2013-09-19 08:17:21,09/19/2013,SUBJECT STOP,SUBJECT STOP,6126-6200 Block E BEN WHITE BLVD SVRD EB,2013-09-19 08:17:21.000,2013-09-19 08:17:21.000,0 days 00:00:00.000000000,0.0
"Austin, TX 78701, USA",78701,162081592,2016-07-26 20:42:45,07/26/2016,Check Welfare Urgent,Check Welfare Urgent,6000-6200 Block S Mopac Expy Sb,2016-07-26 20:41:35.000,2016-07-26 20:45:43.000,0 days 00:04:08.000000000,4.13333333333
"2000 Guadalupe St, Austin, TX 78705, USA",78705,162081592,2016-07-26 20:42:45,07/26/2016,Check Welfare Urgent,Check Welfare Urgent,6000-6200 Block S Mopac Expy Sb,2016-07-26 20:41:35.000,2016-07-26 20:45:43.000,0 days 00:04:08.000000000,4.13333333333
"1801 E 51st St #390, Austin, TX 78723, USA",78723,120752126,2012-03-15 21:33:32,03/15/2012,TRAFFIC STOP,TRAFFIC STOP,1202-1200 Block N IH 35 SVRD SB,2012-03-15 21:33:32.000,2012-03-15 21:33:32.000,0 days 00:00:00.000000000,0.0
"Austin, TX 78701, USA",78701,132970513,2013-10-24 08:24:36,10/24/2013,Traffic Stop,Traffic Stop,900 Block BASTROP HWY NB,2013-10-24 08:24:36.000,2013-10-24 08:24:36.000,0 days 00:00:00.000000000,0.0
"7000 Village Center Dr, Austin, TX 78731, USA",78731,132970513,2013-10-24 08:24:36,10/24/2013,Traffic Stop,Traffic Stop,900 Block BASTROP HWY NB,2013-10-24 08:24:36.000,2013-10-24 08:24:36.000,0 days 00:00:00.000000000,0.0
"9500 Stonelake Blvd, Austin, TX 78759, USA",78759,140320055,2014-02-01 00:18:31,02/01/2014,TRAFFIC STOP,TRAFFIC STOP,600-600 Block W BEN WHITE BLVD SVRD EB,2014-02-01 00:18:31.000,2014-02-01 00:18:31.000,0 days 00:00:00.000000000,0.0
"10300 Ivalenes Hope Dr, Austin, TX 78717, USA",78717,140991748,2014-04-09 21:09:36,04/09/2014,Alarm Burglar,xFALSE BURGLAR ALARM,10300 Block Ivalenes Hope Dr,2014-04-09 21:08:14.000,2014-04-09 21:35:39.000,0 days 00:27:25.000000000,27.4166666667
"12100 Dessau Rd, Austin, TX 78754, USA",78754,140991748,2014-04-09 21:09:36,04/09/2014,Alarm Burglar,xFALSE BURGLAR ALARM,10300 Block Ivalenes Hope Dr,2014-04-09 21:08:14.000,2014-04-09 21:35:39.000,0 days 00:27:25.000000000,27.4166666667
"1500 Scenic Dr, Austin, TX 78703, USA",78703,143201341,2014-11-16 20:25:50,11/16/2014,On Site Incident,On Site Incident,E OLTORF ST / BURLESON RD,2014-11-16 20:25:50.000,2014-11-16 20:25:50.000,0 days 00:00:00.000000000,0.0
"2417 Ashdale Dr a, Austin, TX 78757, USA",78757,171331304,2017-05-13 18:32:35,05/13/2017,Suspicious Person,Check Welfare Urgent,Ashdale Dr / Burnet Rd,2017-05-13 18:31:46.000,2017-05-13 18:33:40.440,0 days 00:01:54.440000000,1.9
"6600 E Riverside Dr, Austin, TX 78741, USA",78741,133560689,2013-12-22 10:47:33,12/22/2013,TRAFFIC STOP,TRAFFIC STOP,5300-5300 Block N MOPAC EXPY NB,2013-12-22 10:47:33.000,2013-12-22 10:47:33.000,0 days 00:00:00.000000000,0.0
"2900 FM973, Austin, TX 78725, USA",78725,140610500,2014-03-02 04:44:27,03/02/2014,Traffic Hazard,Traffic Hazard,2900 Block - 3149 S Fm 973 Rd,2014-03-02 04:43:41.000,2014-03-02 05:06:25.000,0 days 00:22:44.000000000,22.7333333333
"2500 W Slaughter Ln, Austin, TX 78748, USA",78748,140610500,2014-03-02 04:44:27,03/02/2014,Traffic Hazard,Traffic Hazard,2900 Block - 3149 S Fm 973 Rd,2014-03-02 04:43:41.000,2014-03-02 05:06:25.000,0 days 00:22:44.000000000,22.7333333333
"9100 North Dr, Austin, TX 78753, USA",78753,142402001,2014-08-28 22:23:18,08/28/2014,zFOLLOW UP INVESTIGATION,zFOLLOW UP INVESTIGATION,9100 Block NORTH PLZ,2014-08-28 22:23:18.000,2014-08-28 22:23:18.000,0 days 00:00:00.000000000,0.0
"4500 E Riverside Dr, Austin, TX 78741, USA",78741,143450907,2014-12-11 13:06:01,12/11/2014,Disturbance Other,Disturbance Other,4500 Block E Riverside Dr,2014-12-11 13:05:29.000,2014-12-11 13:11:27.000,0 days 00:05:58.000000000,5.96666666667
"9300 N Lamar Blvd, Austin, TX 78753, USA",78753,143450907,2014-12-11 13:06:01,12/11/2014,Disturbance Other,Disturbance Other,4500 Block E Riverside Dr,2014-12-11 13:05:29.000,2014-12-11 13:11:27.000,0 days 00:05:58.000000000,5.96666666667
"6910 McNeil Dr, Austin, TX 78729, USA",78729,162801827,2016-10-06 21:34:26,10/06/2016,Directed Patrol,Directed Patrol,6910-7100 Block MC NEIL DR,2016-10-06 21:34:26.000,2016-10-06 21:34:27.000,0 days 00:00:01.000000000,0.0166666666667
"11000 Dessau Rd, Austin, TX 78754, USA",78754,131690196,2013-06-18 03:07:32,06/18/2013,Check Welfare Urgent,Deceased Person,11000 Block Dessau Rd,2013-06-18 03:06:23.000,2013-06-18 03:21:10.000,0 days 00:14:47.000000000,14.7833333333
"12330 S IH 35 Frontage Rd, Austin, TX 78753, USA",78753,132281844,2013-08-16 20:38:03,08/16/2013,Traffic Stop,Traffic Stop,W PARMER LN / N IH 35 SVRD SB,2013-08-16 20:38:03.000,2013-08-16 20:38:03.000,0 days 00:00:00.000000000,0.0
"Austin, TX 78701, USA",78701,132281844,2013-08-16 20:38:03,08/16/2013,Traffic Stop,Traffic Stop,W PARMER LN / N IH 35 SVRD SB,2013-08-16 20:38:03.000,2013-08-16 20:38:03.000,0 days 00:00:00.000000000,0.0
"5100 S Congress Ave, Austin, TX 78745, USA",78745,132711423,2013-09-28 18:01:22,09/28/2013,Disturbance Other,Disturbance Other,5100 Block S Congress Ave,2013-09-28 18:00:51.000,2013-09-28 18:06:00.000,0 days 00:05:09.000000000,5.15
"Battle Bend Neighborhood Park, 121 Sheraton Ave, Austin, TX 78745, USA",78745,132711423,2013-09-28 18:01:22,09/28/2013,Disturbance Other,Disturbance Other,5100 Block S Congress Ave,2013-09-28 18:00:51.000,2013-09-28 18:06:00.000,0 days 00:05:09.000000000,5.15
"6400 S Pleasant Valley Rd, Austin, TX 78744, USA",78744,141681799,2014-06-17 21:54:40,06/17/2014,zSTALLED VEHICLE,zSTALLED VEHICLE,6400 Block S PLEASANT VALLEY RD,2014-06-17 21:54:40.000,2014-06-17 21:54:40.000,0 days 00:00:00.000000000,0.0
"1100 Congress Ave, Austin, TX 78701, USA",78701,141681799,2014-06-17 21:54:40,06/17/2014,zSTALLED VEHICLE,zSTALLED VEHICLE,6400 Block S PLEASANT VALLEY RD,2014-06-17 21:54:40.000,2014-06-17 21:54:40.000,0 days 00:00:00.000000000,0.0
"9500S IH 35 S L700, Austin, TX 78748, United States",78748,143221846,2014-11-18 22:55:54,11/18/2014,TRAFFIC STOP,TRAFFIC STOP,4324-4400 Block S IH 35 SVRD SB,2014-11-18 22:55:54.000,2014-11-18 22:55:54.000,0 days 00:00:00.000000000,0.0
"5000 Manor Rd, Austin, TX 78723, USA",78723,151880241,2015-07-07 04:22:41,07/07/2015,Traffic Stop,xDWLI DRIVING W/ LICENSE INVAL,CEDAR AVE / E MARTIN LUTHER KING JR BLVD,2015-07-07 04:22:41.000,2015-07-07 04:22:41.000,0 days 00:00:00.000000000,0.0
"2100 E Riverside Dr, Austin, TX 78741, USA",78741,151632256,2015-06-12 23:41:42,06/12/2015,Hang-ups,xASSIST COMPLAINANT,2100 Block E Riverside Dr,2015-06-12 23:41:19.000,2015-06-12 23:48:17.000,0 days 00:06:58.000000000,6.96666666667
"2400 Rio Grande St, Austin, TX 78705, USA",78705,151632256,2015-06-12 23:41:42,06/12/2015,Hang-ups,xASSIST COMPLAINANT,2100 Block E Riverside Dr,2015-06-12 23:41:19.000,2015-06-12 23:48:17.000,0 days 00:06:58.000000000,6.96666666667
"500 Rio Grande St, Austin, TX 78701, USA",78701,160421308,2016-02-11 16:09:36,02/11/2016,Traffic Stop,Traffic Stop,500 Block Rio Grande St,2016-02-11 16:09:36.000,2016-02-11 16:09:36.000,0 days 00:00:00.000000000,0.0
"900 Bedford St, Austin, TX 78702, USA",78702,120291381,2012-01-29 19:36:50,01/29/2012,Disturbance Urgent,xASSAULT BY CONTACT,900 Block Bedford St,2012-01-29 19:36:38.000,2012-01-29 19:40:32.000,0 days 00:03:54.000000000,3.9
"2500 W William Cannon Dr, Austin, TX 78745, USA",78745,120291381,2012-01-29 19:36:50,01/29/2012,Disturbance Urgent,xASSAULT BY CONTACT,900 Block Bedford St,2012-01-29 19:36:38.000,2012-01-29 19:40:32.000,0 days 00:03:54.000000000,3.9
"600 Sabine St, Austin, TX 78701, USA",78701,131040847,2013-04-14 13:08:30,04/14/2013,zCHECKING AREA,zCHECKING AREA,600 Block SABINE ST,2013-04-14 13:08:30.000,2013-04-14 13:08:30.000,0 days 00:00:00.000000000,0.0
"12400 Lamplight Village Ave, Austin, TX 78758, USA",78758,131040847,2013-04-14 13:08:30,04/14/2013,zCHECKING AREA,zCHECKING AREA,600 Block SABINE ST,2013-04-14 13:08:30.000,2013-04-14 13:08:30.000,0 days 00:00:00.000000000,0.0
"10000 S 1st St, Austin, TX 78748, USA",78748,130170639,2013-01-17 10:44:32,01/17/2013,Service,Service,10000 Block S 1st St,2013-01-17 10:43:42.000,2013-01-17 11:16:12.000,0 days 00:32:30.000000000,32.5
"6800 Stonleigh Pl, Austin, TX 78744, USA",78744,130170639,2013-01-17 10:44:32,01/17/2013,Service,Service,10000 Block S 1st St,2013-01-17 10:43:42.000,2013-01-17 11:16:12.000,0 days 00:32:30.000000000,32.5
"Austin, TX 78712, USA",78712,141740521,2014-06-23 09:14:28,06/23/2014,Working Traffic,Working Traffic,7500 Block S IH 35 NB,2014-06-23 09:14:28.000,2014-06-23 09:14:28.000,0 days 00:00:00.000000000,0.0
"1700 W Cesar Chavez St, Austin, TX 78703, USA",78703,141740521,2014-06-23 09:14:28,06/23/2014,Working Traffic,Working Traffic,7500 Block S IH 35 NB,2014-06-23 09:14:28.000,2014-06-23 09:14:28.000,0 days 00:00:00.000000000,0.0
"1000 E 41st St, Austin, TX 78751, USA",78751,140121369,2014-01-12 20:50:13,01/12/2014,Check Welfare Urgent,xASSIST EMS,1000 Block E 41st St,2014-01-12 20:48:57.000,2014-01-12 20:53:46.000,0 days 00:04:49.000000000,4.81666666667
"900 Camino La Costa, Austin, TX 78752, USA",78752,140121369,2014-01-12 20:50:13,01/12/2014,Check Welfare Urgent,xASSIST EMS,1000 Block E 41st St,2014-01-12 20:48:57.000,2014-01-12 20:53:46.000,0 days 00:04:49.000000000,4.81666666667
"1300 Smith Rd, Austin, TX 78721, USA",78721,142130359,2014-08-01 05:41:09,08/01/2014,Nature Unknown Urgent,xCOMMUNITY POLICE,1300 Block Smith Rd,2014-08-01 05:38:25.000,2014-08-01 05:47:12.000,0 days 00:08:47.000000000,8.78333333333
"Austin, TX 78712, USA",78712,150301279,2015-01-30 16:52:14,01/30/2015,Traffic Hazard,Traffic Hazard,8500 Block N Mopac Expy Nb,2015-01-30 16:51:21.000,2015-01-30 17:12:09.000,0 days 00:20:48.000000000,20.8
"4001 W Parmer Ln, Austin, TX 78727, USA",78727,150301279,2015-01-30 16:52:14,01/30/2015,Traffic Hazard,Traffic Hazard,8500 Block N Mopac Expy Nb,2015-01-30 16:51:21.000,2015-01-30 17:12:09.000,0 days 00:20:48.000000000,20.8
"3500 Greystone Dr, Austin, TX 78731, USA",78731,163581425,2016-12-23 19:44:51,12/23/2016,Suspicious Unknown,xASSIST COMPLAINANT,3500 Block Greystone Dr,2016-12-23 19:43:30.000,2016-12-23 20:11:14.000,0 days 00:27:44.000000000,27.7333333333
"12611 N Hwy 183, Austin, TX 78759, United States",78759,163581425,2016-12-23 19:44:51,12/23/2016,Suspicious Unknown,xASSIST COMPLAINANT,3500 Block Greystone Dr,2016-12-23 19:43:30.000,2016-12-23 20:11:14.000,0 days 00:27:44.000000000,27.7333333333
"Walnut Creek Metropolitan Park, 12138 N Lamar Blvd, Austin, TX 78753, USA",78753,170332102,2017-02-02 23:36:28,02/02/2017,zCHECKING AREA,zCHECKING AREA,900-1400 Block WALNUT CREEK PARK RD,2017-02-02 23:36:28.000,2017-02-02 23:36:29.000,0 days 00:00:01.000000000,0.0166666666667
"4500 E Oltorf St, Austin, TX 78741, USA",78741,170332102,2017-02-02 23:36:28,02/02/2017,zCHECKING AREA,zCHECKING AREA,900-1400 Block WALNUT CREEK PARK RD,2017-02-02 23:36:28.000,2017-02-02 23:36:29.000,0 days 00:00:01.000000000,0.0166666666667
"3203 Longhorn Blvd #102, Austin, TX 78758, USA",78758,121771991,2012-06-25 22:36:57,06/25/2012,Special Assignment,Special Assignment,BAKER,2012-06-25 22:36:57.000,2012-06-25 22:36:57.000,0 days 00:00:00.000000000,0.0
"4200 Felter Ln, Austin, TX 78744, USA",78744,130591324,2013-02-28 16:46:51,02/28/2013,Service,Service,1900 Block W Ben White Blvd Svrd Eb,2013-02-28 16:44:58.000,2013-02-28 17:00:41.000,0 days 00:15:43.000000000,15.7166666667
"400 Montopolis Dr, Austin, TX 78741, USA",78741,133630264,2013-12-29 03:01:46,12/29/2013,Crash HS,Crash HS,400 Block Montopolis Dr,2013-12-29 03:00:44.000,2013-12-29 03:05:06.000,0 days 00:04:22.000000000,4.36666666667
"2300 Corta St, Austin, TX 78702, USA",78702,133630264,2013-12-29 03:01:46,12/29/2013,Crash HS,Crash HS,400 Block Montopolis Dr,2013-12-29 03:00:44.000,2013-12-29 03:05:06.000,0 days 00:04:22.000000000,4.36666666667
"1900 Red River St, Austin, TX 78705, USA",78705,132740081,2013-10-01 00:53:38,10/01/2013,zSTALLED VEHICLE,xNONHAZARDOUS TRAFFIC VIOLATIO,ED BLUESTEIN BLVD SVRD NB / FM 969 RD,2013-10-01 00:53:38.000,2013-10-01 00:53:38.000,0 days 00:00:00.000000000,0.0
"6500 Moonglow Dr, Austin, TX 78724, USA",78724,133311038,2013-11-27 14:55:53,11/27/2013,Suspicious Person,Suspicious Person,6500 Block - 6508 MOONGLOW DR,2013-11-27 14:55:27.000,2013-11-27 15:10:54.000,0 days 00:15:27.000000000,15.45
"2700 Maria Anna Rd, Austin, TX 78703, USA",78703,133311038,2013-11-27 14:55:53,11/27/2013,Suspicious Person,Suspicious Person,6500 Block - 6508 MOONGLOW DR,2013-11-27 14:55:27.000,2013-11-27 15:10:54.000,0 days 00:15:27.000000000,15.45
"2400 Burleson Ct, Austin, TX 78741, USA",78741,132960977,2013-10-23 13:05:25,10/23/2013,DOC / C.O. Violation,DOC / C.O. Violation,2400 Block Burleson Ct,2013-10-23 13:03:19.000,2013-10-23 16:34:00.000,0 days 03:30:41.000000000,210.683333333
"1100 Chicon St, Austin, TX 78702, USA",78702,132960977,2013-10-23 13:05:25,10/23/2013,DOC / C.O. Violation,DOC / C.O. Violation,2400 Block Burleson Ct,2013-10-23 13:03:19.000,2013-10-23 16:34:00.000,0 days 03:30:41.000000000,210.683333333
"200 Lavaca St, Austin, TX 78701, USA",78701,170971924,2017-04-07 21:12:51,04/07/2017,On Site Incident,On Site Incident,200 Block Lavaca St,2017-04-07 21:12:51.000,2017-04-07 21:12:51.000,0 days 00:00:00.000000000,0.0
"1000 Edgecliff Terrace, Austin, TX 78704, USA",78704,170971924,2017-04-07 21:12:51,04/07/2017,On Site Incident,On Site Incident,200 Block Lavaca St,2017-04-07 21:12:51.000,2017-04-07 21:12:51.000,0 days 00:00:00.000000000,0.0
"200 Loganberry Ct, Austin, TX 78745, USA",78745,123331782,2012-11-28 21:24:29,11/28/2012,Disturbance HS,xWARRANT ARREST NON-TRAFFIC,200 Block Loganberry Ct,2012-11-28 21:24:16.000,2012-11-28 21:30:40.000,0 days 00:06:24.000000000,6.4
"400 E 6th St, Austin, TX 78701, USA",78701,162900705,2016-10-16 10:49:29,10/16/2016,Alarm Burglar,xFALSE BURGLAR ALARM,400 Block E 6th St,2016-10-16 10:48:22.000,2016-10-16 10:54:48.203,0 days 00:06:26.203000000,6.43333333333
"8600 Brookfield Dr, Austin, TX 78758, USA",78758,162900705,2016-10-16 10:49:29,10/16/2016,Alarm Burglar,xFALSE BURGLAR ALARM,400 Block E 6th St,2016-10-16 10:48:22.000,2016-10-16 10:54:48.203,0 days 00:06:26.203000000,6.43333333333
"621 Radam Ln #200, Austin, TX 78745, USA",78745,172920333,2017-10-19 06:44:17,10/19/2017,Crash Urgent,Crash Urgent,S 1st St / Radam Ln,2017-10-19 06:43:33.000,2017-10-19 06:59:04.000,0 days 00:15:31.000000000,15.5166666667
"2500 Elmont Dr, Austin, TX 78741, USA",78741,172920333,2017-10-19 06:44:17,10/19/2017,Crash Urgent,Crash Urgent,S 1st St / Radam Ln,2017-10-19 06:43:33.000,2017-10-19 06:59:04.000,0 days 00:15:31.000000000,15.5166666667
"76 1/2 East Ave, Austin, TX 78701, USA",78701,120062031,2012-01-06 21:34:37,01/06/2012,Subject Stop,Subject Stop,E RUNDBERG LN / N IH 35 SVRD SB,2012-01-06 21:34:37.000,2012-01-06 21:34:37.000,0 days 00:00:00.000000000,0.0
"11500 Catalonia Dr, Austin, TX 78759, USA",78759,123570226,2012-12-22 02:05:14,12/22/2012,Burglary HS,xASSIST COMPLAINANT,11500 Block CATALONIA DR,2012-12-22 02:04:24.000,2012-12-22 02:08:03.000,0 days 00:03:39.000000000,3.65
"900 Bedford St, Austin, TX 78702, USA",78702,123570226,2012-12-22 02:05:14,12/22/2012,Burglary HS,xASSIST COMPLAINANT,11500 Block CATALONIA DR,2012-12-22 02:04:24.000,2012-12-22 02:08:03.000,0 days 00:03:39.000000000,3.65
"1900 Jentsch Ct, Austin, TX 78745, USA",78745,141161124,2014-04-26 14:33:09,04/26/2014,Suspicious Vehicle,xCRASH LEAVING THE SCENE,1900 Block Jentsch Ct,2014-04-26 14:32:09.000,2014-04-26 14:50:11.000,0 days 00:18:02.000000000,18.0333333333
